Date,Price,Open,High,Low,Vol.,Change %,Vol_clean
2026-01-27,407.72,411.16,411.64,405.0,19.72K,-0.49%,19720.0
2026-01-26,409.72,412.3,412.9,409.26,17.62K,0.86%,17620.0
2026-01-23,406.24,404.32,406.58,400.36,16.97K,2.00%,16970.0
2026-01-22,398.26,396.36,398.36,394.08,12.45K,0.36%,12450.0
2026-01-21,396.82,398.04,398.92,394.48,25.37K,2.33%,25370.0
2026-01-20,387.78,387.2,388.38,385.12,7.43K,0.76%,7430.0
2026-01-19,384.84,385.62,385.78,384.5,5.13K,1.31%,5130.0
2026-01-16,379.86,380.76,381.02,375.22,11.80K,-0.30%,11800.0
2026-01-15,381.0,379.32,382.2,379.0,5.72K,0.24%,5720.0
2026-01-14,380.08,381.4,381.96,378.92,4.27K,0.22%,4270.0
2026-01-13,379.26,376.94,380.8,376.5,8.62K,-0.07%,8620.0
2026-01-12,379.52,376.12,380.28,376.12,6.51K,2.18%,6510.0
2026-01-09,371.42,368.14,372.16,367.82,3.35K,1.18%,3350.0
2026-01-08,367.08,363.7,367.08,362.28,3.91K,0.23%,3910.0
2026-01-07,366.24,366.46,367.06,363.64,4.45K,-0.52%,4450.0
2026-01-06,368.14,364.9,368.14,363.98,5.37K,1.19%,5370.0
2026-01-05,363.8,363.36,365.4,361.82,7.17K,3.19%,7170.0
2026-01-02,352.56,358.32,360.0,352.56,7.17K,-1.83%,7170.0
2025-12-30,359.14,356.08,359.14,354.7,3.74K,1.41%,3740.0
2025-12-29,354.14,364.38,365.58,350.54,18.46K,-2.57%,18460.0
2025-12-23,363.5,365.28,365.84,361.16,7.89K,0.44%,7890.0
2025-12-22,361.9,361.02,362.14,360.12,7.95K,1.69%,7950.0
2025-12-19,355.9,354.08,356.44,353.34,6.57K,-0.40%,6570.0
2025-12-18,357.34,353.62,357.34,352.32,4.58K,1.22%,4580.0
2025-12-17,353.04,353.72,355.2,352.84,9.91K,0.71%,9910.0
2025-12-16,350.54,349.88,352.62,348.88,3.96K,0.06%,3960.0
2025-12-15,350.32,355.0,355.56,350.26,30.03K,0.13%,30030.0
2025-12-12,349.86,350.68,355.66,349.36,7.81K,0.63%,7810.0
2025-12-11,347.68,345.72,347.76,344.56,6.81K,0.51%,6810.0
2025-12-10,345.9,346.48,346.62,345.42,3.46K,-0.44%,3460.0
2025-12-09,347.44,345.08,347.9,344.9,2.15K,0.35%,2150.0
2025-12-08,346.24,346.46,347.02,344.62,10.07K,-0.38%,10070.0
2025-12-05,347.56,347.6,350.06,346.42,5.21K,0.21%,5210.0
2025-12-04,346.84,344.96,347.0,344.0,6.47K,-0.17%,6470.0
2025-12-03,347.42,346.58,348.68,345.34,8.73K,0.44%,8730.0
2025-12-02,345.9,348.02,349.1,344.5,7.34K,-1.02%,7340.0
2025-12-01,349.48,351.04,351.68,348.0,7.91K,0.38%,7910.0
2025-11-28,348.16,345.48,348.36,343.82,19.79K,1.30%,19790.0
2025-11-27,343.7,344.32,344.76,343.64,2.30K,-0.19%,2300.0
2025-11-26,344.34,344.62,346.04,342.76,9.12K,0.27%,9120.0
2025-11-25,343.4,344.08,344.62,341.12,11.02K,0.63%,11020.0
2025-11-24,341.26,338.26,341.26,337.76,6.54K,0.46%,6540.0
2025-11-21,339.7,335.08,340.06,334.94,12.41K,0.50%,12410.0
2025-11-20,338.0,337.52,341.2,336.7,12.72K,-0.28%,12720.0
